Date,Symbol,Open,High,Low,Close,PrevClose,Volume,Turnover,VWAP,Trades,Daily_Return_%,MA_20,MA_50,Daily_Range,Avg_Price,Daily_Volatility_%,Year,Month,Quarter,Day_of_Week,Is_Weekend,MA_5,MA_200,Golden_Cross,Death_Cross,Return_Category,Volume_MA_20,High_Volume
2005-01-03,TATAMOTORS,509.9,523.4,508.5,520.45,505.25,2947420,1524398954.45,517.2,,3.008411677387441,499.32,464.031,14.899999999999977,517.45,2.86290709962532,2005,1,1,Monday,False,508.23,431.45799999999997,False,False,Moderate_Positive,2337387.0,True
2005-01-04,TATAMOTORS,523.55,525.95,518.0,519.8,520.45,1775212,926010531.35,521.63,,-0.1248919204534712,500.6474999999999,466.568,7.9500000000000455,521.25,1.529434397845334,2005,1,1,Tuesday,False,510.09,431.7095,False,False,Neutral,2281300.05,False
2005-01-05,TATAMOTORS,516.5,519.35,480.0,503.7,519.8,3849472,1928795618.0,501.05,,-3.0973451327433565,501.65749999999997,468.57599999999996,39.35000000000002,501.01666666666665,7.8121897955132065,2005,1,1,Wednesday,False,509.23,431.79875,False,False,Moderate_Negative,2367565.95,True
2005-01-06,TATAMOTORS,501.0,509.4,489.2,493.2,503.7,3014483,1507487232.3,500.08,,-2.084574151280524,501.82,470.259,20.19999999999999,497.26666666666665,4.095701540957013,2005,1,1,Thursday,False,508.48,431.79125,False,False,Moderate_Negative,2289053.75,True
2005-01-07,TATAMOTORS,488.1,498.0,486.4,492.75,493.2,1939641,955053865.0,492.39,,-0.0912408759124064,502.2799999999999,471.75100000000003,11.600000000000023,492.3833333333334,2.3541349568746877,2005,1,1,Friday,False,505.98,431.77275000000003,False,False,Neutral,2297762.3,False
2005-01-10,TATAMOTORS,496.8,496.8,460.25,475.0,492.75,1643593,797789716.0,485.39,,-3.602232369355657,501.925,472.91600000000005,36.55000000000001,477.34999999999997,7.694736842105265,2005,1,1,Monday,False,496.89,431.6015,False,False,Moderate_Negative,2218155.45,False
2005-01-11,TATAMOTORS,480.0,485.0,476.0,480.15,475.0,2045501,983217520.85,480.67,,1.0842105263157849,501.56500000000005,474.203,9.0,480.3833333333334,1.8744142455482664,2005,1,1,Tuesday,False,488.96000000000004,431.499,False,False,Neutral,2228630.55,False
2005-01-12,TATAMOTORS,499.0,499.0,470.0,473.65,480.15,3078213,1484586785.9,482.29,,-1.353743621784859,500.51500000000004,475.288,29.0,480.8833333333334,6.12266441465217,2005,1,1,Wednesday,False,482.95,431.37799999999993,False,False,Neutral,2245004.65,True
2005-01-13,TATAMOTORS,479.0,492.5,477.0,487.3,473.65,2155944,1047707198.25,485.96,,2.8818748020690457,499.82249999999993,476.644,15.5,485.59999999999997,3.1807921198440385,2005,1,1,Thursday,False,481.77,431.30275,False,False,Moderate_Positive,2195848.5,False
2005-01-14,TATAMOTORS,485.65,491.0,477.0,483.1,487.3,1805168,869951183.2,481.92,,-0.8618920582803178,499.29499999999996,477.95200000000006,14.0,483.7,2.8979507348375075,2005,1,1,Friday,False,479.84000000000003,431.2225,False,False,Neutral,2178916.15,False
2005-01-17,TATAMOTORS,482.0,483.45,464.2,472.85,483.1,2791535,1318161369.95,472.2,,-2.121713930863175,498.23249999999996,478.99800000000005,19.25,473.5,4.071058475203553,2005,1,1,Monday,False,479.41,431.03424999999993,False,False,Moderate_Negative,2247000.6,True
2005-01-18,TATAMOTORS,476.0,476.9,466.0,468.2,472.85,2479913,1168302727.6,471.11,,-0.9833985407634628,496.4549999999999,479.769,10.899999999999977,470.3666666666666,2.3280649295172955,2005,1,1,Tuesday,False,477.02,430.82450000000006,False,False,Neutral,2234904.35,True
2005-01-19,TATAMOTORS,469.55,474.75,458.3,461.25,468.2,1707697,800320933.65,468.66,,-1.4844083724903865,494.3375,480.49100000000004,16.44999999999999,464.76666666666665,3.5663956639566368,2005,1,1,Wednesday,False,474.53999999999996,430.58675000000005,False,False,Neutral,2167480.65,False
2005-01-20,TATAMOTORS,464.45,477.0,455.0,472.55,461.25,2713363,1258107681.25,463.67,,2.449864498644989,492.44000000000005,481.36400000000003,22.0,468.18333333333334,4.655592000846471,2005,1,1,Thursday,False,471.59,430.4214999999999,False,False,Moderate_Positive,2198176.0,True
2005-01-24,TATAMOTORS,474.5,474.5,460.0,462.25,472.55,1530913,712889596.55,465.66,,-2.179663527669032,489.945,481.982,14.5,465.5833333333333,3.1368307193077336,2005,1,1,Monday,False,467.41999999999996,430.29299999999995,False,False,Moderate_Negative,2217143.5,False
2005-01-25,TATAMOTORS,459.8,481.0,457.1,478.35,462.25,1768669,828487328.45,468.42,,3.4829637641968683,488.2625,482.944,23.899999999999977,472.15000000000003,4.99634159088533,2005,1,1,Tuesday,False,468.52,430.22425000000004,False,False,Moderate_Positive,2256900.5,False
2005-01-27,TATAMOTORS,480.5,485.45,477.0,480.6,478.35,2399064,1155864306.85,481.8,,0.4703668861712135,486.7674999999999,483.764,8.449999999999989,481.0166666666667,1.7582188930503513,2005,1,1,Thursday,False,471.0,430.06475000000006,False,False,Neutral,2267274.25,True
2005-01-28,TATAMOTORS,480.25,493.0,480.25,492.0,480.6,2879900,1407918982.5,488.88,,2.3720349563046144,485.9674999999999,484.81200000000007,12.75,488.4166666666667,2.591463414634146,2005,1,1,Friday,False,477.15,429.89875,False,False,Moderate_Positive,2340910.7,True
2005-01-31,TATAMOTORS,498.0,507.9,494.0,504.4,492.0,3610817,1815816000.65,502.88,,2.520325203252028,486.34000000000003,485.999,13.899999999999977,502.09999999999997,2.755749405233937,2005,1,1,Monday,False,483.52,429.82675,False,False,Moderate_Positive,2375115.4,True
2005-02-01,TATAMOTORS,505.0,506.8,490.1,492.7,504.4,3648621,1813449200.3,497.02,,-2.319587628865978,485.7125,486.95599999999996,16.69999999999999,496.53333333333336,3.389486502942965,2005,2,1,Tuesday,False,489.61,429.88349999999997,False,False,Moderate_Negative,2489256.95,True
2005-02-02,TATAMOTORS,494.7,497.4,483.15,485.55,492.7,2203388,1082185542.7,491.15,,-1.4511873350923437,483.96750000000003,487.95,14.25,488.7,2.934816187828236,2005,2,1,Wednesday,False,491.05,429.88800000000003,False,False,Neutral,2452055.35,False
2005-02-03,TATAMOTORS,488.0,495.8,487.5,493.2,485.55,2424040,1192425660.95,491.92,,1.575532900834101,482.6375,489.19,8.300000000000011,492.1666666666667,1.6828872668288748,2005,2,1,Thursday,False,493.57,429.96074999999996,False,False,Neutral,2484496.75,False
2005-02-04,TATAMOTORS,495.0,499.5,487.65,490.5,493.2,2343023,1152976409.8,492.09,,-0.5474452554744502,481.97749999999996,490.119,11.850000000000023,492.55,2.4159021406727876,2005,2,1,Friday,False,493.27,430.05125,False,False,Neutral,2409174.3,False
2005-02-07,TATAMOTORS,492.0,494.6,486.2,492.65,490.5,2658691,1304512401.8,490.66,,0.4383282364933695,481.95,490.807,8.400000000000034,491.1499999999999,1.7050644473764407,2005,2,1,Monday,False,490.91999999999996,430.1525,False,False,Neutral,2391384.7,True
2005-02-08,TATAMOTORS,494.4,497.0,489.0,492.3,492.65,2602448,1283841762.4,493.32,,-0.0710443519740111,481.92750000000007,491.31300000000005,8.0,492.76666666666665,1.6250253910217345,2005,2,1,Tuesday,False,490.84,430.28675,False,False,Neutral,2424525.05,True
2005-02-09,TATAMOTORS,496.8,502.0,491.2,499.95,492.3,2155659,1072024931.1,497.31,,1.5539305301645292,483.175,491.51200000000006,10.800000000000011,497.7166666666667,2.160216021602163,2005,2,1,Wednesday,False,493.71999999999997,430.41425000000004,False,False,Neutral,2450128.35,False
