Date,Symbol,Open,High,Low,Close,PrevClose,Volume,Turnover,VWAP,Trades,Daily_Return_%,MA_20,MA_50,Daily_Range,Avg_Price,Daily_Volatility_%,Year,Month,Quarter,Day_of_Week,Is_Weekend,MA_5,MA_200,Golden_Cross,Death_Cross,Return_Category,Volume_MA_20,High_Volume
1999-01-01,TATAMOTORS,164.9,167.8,162.05,166.15,163.6,3609500,595595952.5,165.01,,1.558679706601474,148.98499999999999,135.864,5.75,165.33333333333334,3.4607282575985554,1999,1,1,Friday,False,168.86999999999998,176.2495,False,False,Neutral,5359205.0,False
1999-01-04,TATAMOTORS,167.1,170.45,164.7,165.3,166.15,3496450,586268560.0,167.68,,-0.5115859163406525,151.12,136.874,5.75,166.81666666666666,3.4785238959467635,1999,1,1,Monday,False,167.5,175.65200000000002,False,False,Neutral,5357165.0,False
1999-01-05,TATAMOTORS,165.5,178.55,163.25,178.55,165.3,7461850,1280849417.5,171.65,,8.015728977616455,153.545,138.237,15.300000000000011,173.45000000000002,8.569028283394013,1999,1,1,Tuesday,False,168.45999999999998,175.11274999999998,False,False,Strong_Positive,5498330.0,True
1999-01-06,TATAMOTORS,180.75,184.3,176.75,183.8,178.55,7676700,1389358497.5,180.98,,2.9403528423410807,156.09,139.649,7.550000000000011,181.61666666666667,4.107725788900985,1999,1,1,Wednesday,False,171.48,174.65150000000003,False,False,Moderate_Positive,5680535.0,True
1999-01-07,TATAMOTORS,184.05,192.3,183.5,191.5,183.8,6895450,1301694105.0,188.78,,4.189336235038079,159.0025,141.21900000000002,8.800000000000011,189.1,4.595300261096612,1999,1,1,Thursday,False,177.06,174.1505,False,False,Moderate_Positive,5883137.5,True
1999-01-08,TATAMOTORS,196.4,206.85,196.3,206.85,191.5,6815450,1387188402.5,203.54,,8.015665796344644,162.36499999999998,143.089,10.549999999999983,203.33333333333334,5.100314237370067,1999,1,1,Friday,False,185.20000000000002,173.7665,False,False,Strong_Positive,6008705.0,True
1999-01-11,TATAMOTORS,219.95,223.4,218.0,223.4,206.85,3805250,845597532.5,222.22,,8.000966884215622,166.3875,145.29,5.400000000000006,221.6,2.4171888988361707,1999,1,1,Monday,False,196.82,173.42950000000002,False,False,Strong_Positive,5987205.0,False
1999-01-12,TATAMOTORS,218.0,222.45,206.9,214.0,223.4,6443150,1376034260.0,213.57,,-4.207699194270369,170.10250000000002,147.323,15.549999999999983,214.45000000000002,7.266355140186907,1999,1,1,Tuesday,False,203.91,173.03850000000003,False,False,Moderate_Negative,6128307.5,True
1999-01-13,TATAMOTORS,215.95,216.0,204.0,207.75,214.0,4863400,1025805922.5,210.92,,-2.9205607476635516,173.575,149.05100000000002,12.0,209.25,5.776173285198556,1999,1,1,Wednesday,False,208.7,172.49450000000002,False,False,Moderate_Negative,6199695.0,False
1999-01-14,TATAMOTORS,198.6,224.4,197.6,224.4,207.75,13372900,2881805717.5,215.5,,8.014440433213,177.5,151.0,26.80000000000001,215.46666666666667,11.942959001782535,1999,1,1,Thursday,False,215.28000000000003,172.00350000000003,False,False,Strong_Positive,6494490.0,True
1999-01-15,TATAMOTORS,232.0,232.0,212.1,213.0,224.4,9352400,2069011902.5,221.23,,-5.080213903743318,181.335,152.592,19.900000000000006,219.03333333333333,9.34272300469484,1999,1,1,Friday,False,216.51,171.4675,False,False,Strong_Negative,6549107.5,True
1999-01-18,TATAMOTORS,214.1,215.0,207.0,214.25,213.0,3528550,746906775.0,211.68,,0.5868544600938966,184.97750000000002,154.19299999999998,8.0,212.08333333333334,3.7339556592765457,1999,1,1,Monday,False,214.68,171.00125,False,False,Neutral,6427507.5,False
1999-01-19,TATAMOTORS,215.0,220.0,207.3,211.75,214.25,5514700,1180946845.0,214.15,,-1.166861143523921,187.9275,155.691,12.699999999999989,213.01666666666665,5.997638724911447,1999,1,1,Tuesday,False,214.23000000000002,170.57675000000003,False,False,Neutral,6414060.0,False
1999-01-21,TATAMOTORS,215.45,228.7,211.0,228.7,211.75,8000750,1782251607.5,222.76,,8.00472255017709,191.5625,157.47199999999998,17.69999999999999,222.79999999999998,7.7393965894184475,1999,1,1,Thursday,False,218.42,170.25625,False,False,Strong_Positive,6528032.5,True
1999-01-22,TATAMOTORS,229.5,233.0,220.3,222.0,228.7,5905850,1337538730.0,226.48,,-2.929602098819409,194.79500000000002,159.09,12.699999999999989,225.1,5.720720720720716,1999,1,1,Friday,False,217.94,169.95775,False,False,Moderate_Negative,6547312.5,False
1999-01-25,TATAMOTORS,219.0,223.85,209.1,212.0,222.0,5654450,1215467090.0,214.96,,-4.504504504504505,197.07999999999998,160.56699999999998,14.75,214.98333333333335,6.9575471698113205,1999,1,1,Monday,False,217.74,169.5575,False,False,Moderate_Negative,6427410.0,False
1999-01-27,TATAMOTORS,213.5,222.0,207.55,215.6,212.0,6804350,1473587502.5,216.57,,1.698113207547167,199.2525,161.945,14.449999999999989,215.04999999999998,6.702226345083482,1999,1,1,Wednesday,False,218.01,169.218,False,False,Neutral,6472670.0,True
1999-01-28,TATAMOTORS,216.3,218.0,210.1,211.0,215.6,2944200,630368672.5,214.11,,-2.133580705009274,201.115,163.231,7.900000000000006,213.03333333333333,3.7440758293838887,1999,1,1,Thursday,False,217.85999999999999,168.83575000000002,False,False,Moderate_Negative,6389695.0,False
1999-01-29,TATAMOTORS,210.4,213.9,206.3,211.9,211.0,3319400,696603955.0,209.86,,0.4265402843601922,203.275,164.549,7.599999999999994,210.70000000000002,3.5865974516281236,1999,1,1,Friday,False,214.5,168.47400000000002,False,False,Neutral,6185895.0,False
1999-02-01,TATAMOTORS,210.05,210.6,198.0,198.0,211.9,4033700,828585062.5,205.42,,-6.559697970740919,204.99500000000003,165.66600000000003,12.599999999999994,202.20000000000002,6.36363636363636,1999,2,1,Monday,False,209.7,168.058,False,False,Strong_Negative,5974922.5,False
