Date,Symbol,Open,High,Low,Close,PrevClose,Volume,Turnover,VWAP,Trades,Daily_Return_%,MA_20,MA_50,Daily_Range,Avg_Price,Daily_Volatility_%,Year,Month,Quarter,Day_of_Week,Is_Weekend,MA_5,MA_200,Golden_Cross,Death_Cross,Return_Category,Volume_MA_20,High_Volume
1995-01-02,TATAMOTORS,517.5,524.7,517.5,524.2,522.0,1100,573530.0,521.39,,0.4214559386973267,,,7.2000000000000455,522.1333333333333,1.3735215566577728,1995,1,1,Monday,False,,,False,False,Neutral,,False
1995-01-03,TATAMOTORS,518.0,520.0,515.0,515.0,524.2,1500,775450.0,516.97,,-1.7550553223960406,,,5.0,516.6666666666666,0.9708737864077669,1995,1,1,Tuesday,False,,,False,False,Neutral,,False
1995-01-04,TATAMOTORS,515.0,515.0,515.0,515.0,515.0,300,154500.0,515.0,,0.0,,,0.0,515.0,0.0,1995,1,1,Wednesday,False,,,False,False,Neutral,,False
1995-01-05,TATAMOTORS,480.0,480.0,480.0,480.0,515.0,50,24000.0,480.0,,-6.796116504854369,,,0.0,480.0,0.0,1995,1,1,Thursday,False,,,False,False,Strong_Negative,,False
1995-01-06,TATAMOTORS,495.0,501.0,495.0,498.7,480.0,200,99550.0,497.75,,3.895833333333331,,,6.0,498.23333333333335,1.20312813314618,1995,1,1,Friday,False,506.58000000000004,,False,False,Moderate_Positive,,False
1995-01-09,TATAMOTORS,495.0,495.0,495.0,495.0,498.7,100,49500.0,495.0,,-0.7419290154401421,,,0.0,495.0,0.0,1995,1,1,Monday,False,500.73999999999995,,False,False,Neutral,,False
1995-01-10,TATAMOTORS,490.0,490.0,490.0,490.0,495.0,450,220500.0,490.0,,-1.0101010101010102,,,0.0,490.0,0.0,1995,1,1,Tuesday,False,495.73999999999995,,False,False,Neutral,,False
1995-01-11,TATAMOTORS,470.0,480.0,470.0,480.0,490.0,300,142000.0,473.33,,-2.0408163265306123,,,10.0,476.6666666666667,2.083333333333333,1995,1,1,Wednesday,False,488.73999999999995,,False,False,Moderate_Negative,,False
1995-01-12,TATAMOTORS,485.0,485.0,480.0,480.0,480.0,250,120600.0,482.4,,0.0,,,5.0,481.6666666666667,1.0416666666666665,1995,1,1,Thursday,False,488.73999999999995,,False,False,Neutral,,False
1995-01-13,TATAMOTORS,482.0,482.0,470.0,470.0,480.0,100,47600.0,476.0,,-2.083333333333333,,,12.0,474.0,2.553191489361702,1995,1,1,Friday,False,483.0,,False,False,Moderate_Negative,,False
1995-01-16,TATAMOTORS,480.0,484.0,480.0,482.95,470.0,200,96397.5,481.99,,2.755319148936168,,,4.0,482.31666666666666,0.8282430893467233,1995,1,1,Monday,False,480.59,,False,False,Moderate_Positive,,False
1995-01-17,TATAMOTORS,483.0,483.0,477.0,477.0,482.95,250,119825.0,479.3,,-1.2320115954032484,,,6.0,479.0,1.257861635220126,1995,1,1,Tuesday,False,477.98999999999995,,False,False,Neutral,,False
1995-01-18,TATAMOTORS,482.0,482.0,475.0,476.0,477.0,200,95500.0,477.5,,-0.2096436058700209,,,7.0,477.6666666666667,1.4705882352941175,1995,1,1,Wednesday,False,477.18999999999994,,False,False,Neutral,,False
1995-01-19,TATAMOTORS,480.0,480.0,480.0,480.0,476.0,150,72000.0,480.0,,0.8403361344537815,,,0.0,480.0,0.0,1995,1,1,Thursday,False,477.18999999999994,,False,False,Neutral,,False
1995-01-20,TATAMOTORS,481.0,485.0,481.0,482.0,480.0,300,144825.0,482.75,,0.4166666666666667,,,4.0,482.6666666666667,0.8298755186721992,1995,1,1,Friday,False,479.59,,False,False,Neutral,,False
1995-01-23,TATAMOTORS,470.0,470.0,450.0,452.5,482.0,350,160000.0,457.14,,-6.1203319502074685,,,20.0,457.5,4.41988950276243,1995,1,1,Monday,False,473.5,,False,False,Strong_Negative,,False
1995-01-24,TATAMOTORS,460.0,467.5,456.75,467.5,452.5,700,322787.5,461.13,,3.314917127071823,,,10.75,463.9166666666667,2.299465240641711,1995,1,1,Tuesday,False,471.6,,False,False,Moderate_Positive,,False
1995-01-25,TATAMOTORS,460.0,480.0,460.0,480.0,467.5,400,188250.0,470.63,,2.6737967914438503,,,20.0,473.3333333333333,4.166666666666666,1995,1,1,Wednesday,False,472.4,,False,False,Moderate_Positive,,False
1995-01-27,TATAMOTORS,465.0,485.0,465.0,485.0,480.0,2450,1179700.0,481.51,,1.0416666666666663,,,20.0,478.3333333333333,4.123711340206185,1995,1,1,Friday,False,473.4,,False,False,Neutral,,False
1995-01-30,TATAMOTORS,479.0,497.0,479.0,497.0,485.0,1150,563225.0,489.76,,2.474226804123711,486.39250000000004,,18.0,491.0,3.6217303822937628,1995,1,1,Monday,False,476.4,,False,False,Moderate_Positive,525.0,True
1995-01-31,TATAMOTORS,500.0,507.5,498.5,507.5,497.0,5850,2961625.0,506.26,,2.112676056338028,485.5575,,9.0,504.5,1.7733990147783252,1995,1,1,Tuesday,False,487.4,,False,False,Moderate_Positive,762.5,True
1995-02-01,TATAMOTORS,510.0,510.0,505.0,505.0,507.5,450,228400.0,507.56,,-0.4926108374384236,485.0575,,5.0,506.6666666666667,0.9900990099009901,1995,2,1,Wednesday,False,494.9,,False,False,Neutral,710.0,False
1995-02-02,TATAMOTORS,500.0,510.0,500.0,509.5,505.0,1650,837075.0,507.32,,0.891089108910891,484.78249999999997,,10.0,506.5,1.9627085377821394,1995,2,1,Thursday,False,500.8,,False,False,Neutral,777.5,True
1995-02-03,TATAMOTORS,505.0,515.0,505.0,510.0,509.5,1700,871575.0,512.69,,0.0981354268891069,486.28249999999997,,10.0,510.0,1.9607843137254901,1995,2,1,Friday,False,505.8,,False,False,Neutral,860.0,True
1995-02-06,TATAMOTORS,500.0,505.0,500.0,500.0,510.0,2900,1456000.0,502.07,,-1.96078431372549,486.3475,,5.0,501.6666666666667,1.0,1995,2,1,Monday,False,506.4,,False,False,Neutral,995.0,True
1995-02-07,TATAMOTORS,505.0,505.0,490.0,502.0,500.0,1550,770312.5,496.98,,0.4,486.69750000000005,,15.0,499.0,2.9880478087649402,1995,2,1,Tuesday,False,505.3,,False,False,Neutral,1067.5,True
1995-02-08,TATAMOTORS,515.0,515.0,497.5,497.5,502.0,5850,2963050.0,506.5,,-0.8964143426294822,487.07250000000005,,17.5,503.3333333333333,3.5175879396984926,1995,2,1,Wednesday,False,503.8,,False,False,Neutral,1337.5,True
1995-02-09,TATAMOTORS,499.75,505.0,499.75,504.0,497.5,16100,8125100.0,504.66,,1.306532663316583,488.27250000000004,,5.25,502.9166666666667,1.0416666666666665,1995,2,1,Thursday,False,502.7,,False,False,Neutral,2127.5,True
1995-02-10,TATAMOTORS,490.0,505.0,490.0,492.0,504.0,11100,5592900.0,503.86,,-2.380952380952381,488.87250000000006,,15.0,495.6666666666667,3.048780487804878,1995,2,1,Friday,False,499.1,,False,False,Moderate_Negative,2670.0,True
1995-02-10,TATAMOTORS,490.0,505.0,490.0,492.0,504.0,11100,5592900.0,503.86,,-2.380952380952381,489.9725,,15.0,495.6666666666667,3.048780487804878,1995,2,1,Friday,False,497.5,,False,False,Moderate_Negative,3220.0,True
1995-02-13,TATAMOTORS,500.0,500.0,490.0,494.7,492.0,25850,12916950.0,499.69,,0.5487804878048758,490.55999999999995,,10.0,494.90000000000003,2.0214271275520517,1995,2,1,Monday,False,496.0400000000001,,False,False,Neutral,4502.5,True
1995-02-14,TATAMOTORS,486.0,490.0,483.0,483.0,494.7,1850,898175.0,485.5,,-2.3650697392358984,490.85999999999996,,7.0,485.3333333333333,1.4492753623188406,1995,2,1,Tuesday,False,493.14000000000004,,False,False,Moderate_Negative,4582.5,False
1995-02-15,TATAMOTORS,490.0,490.0,486.1,486.1,483.0,300,146680.0,488.93,,0.641821946169777,491.36499999999995,,3.8999999999999773,487.40000000000003,0.8023040526640561,1995,2,1,Wednesday,False,489.56000000000006,,False,False,Neutral,4587.5,False
1995-02-16,TATAMOTORS,480.0,482.5,480.0,482.0,486.1,1050,504350.0,480.33,,-0.8434478502365814,491.465,,2.5,481.5,0.5186721991701244,1995,2,1,Thursday,False,487.56000000000006,,False,False,Neutral,4632.5,False
1995-02-17,TATAMOTORS,480.0,485.0,475.0,481.5,482.0,50650,24182250.0,477.44,,-0.1037344398340249,491.43999999999994,,10.0,480.5,2.0768431983385254,1995,2,1,Friday,False,485.46000000000004,,False,False,Neutral,7150.0,True
1995-02-20,TATAMOTORS,481.0,481.0,474.0,475.0,481.5,1700,810817.5,476.95,,-1.3499480789200415,492.56499999999994,,7.0,476.6666666666667,1.4736842105263157,1995,2,1,Monday,False,481.52,,False,False,Neutral,7217.5,False
1995-02-21,TATAMOTORS,468.0,468.0,456.05,464.1,475.0,850,391415.0,460.49,,-2.2947368421052583,492.395,,11.949999999999989,462.7166666666667,2.5748761042878665,1995,2,1,Tuesday,False,477.74000000000007,,False,False,Moderate_Negative,7225.0,False
1995-02-22,TATAMOTORS,455.0,456.0,445.0,445.1,464.1,350,157857.5,451.02,,-4.093945270415858,490.65,,11.0,448.7,2.4713547517411816,1995,2,1,Wednesday,False,469.53999999999996,,False,False,Moderate_Negative,7222.5,False
1995-02-23,TATAMOTORS,479.0,485.0,467.0,474.0,445.1,2350,1120150.0,476.66,,6.492922938665463,490.1,,18.0,475.3333333333333,3.79746835443038,1995,2,1,Thursday,False,467.93999999999994,,False,False,Strong_Positive,7217.5,False
1995-02-24,TATAMOTORS,484.95,485.0,470.0,470.0,474.0,6400,3097320.0,483.96,,-0.8438818565400843,488.75,,15.0,475.0,3.1914893617021276,1995,2,1,Friday,False,465.64,,False,False,Neutral,7480.0,False
1995-02-28,TATAMOTORS,468.0,470.0,460.0,463.35,470.0,20100,9420547.5,468.68,,-1.4148936170212718,486.5425,,10.0,464.45,2.1581957483543754,1995,2,1,Tuesday,False,463.31000000000006,,False,False,Neutral,8192.5,True
1995-03-01,TATAMOTORS,470.0,490.0,470.0,480.0,463.35,17550,8340100.0,475.22,,3.5933959210100306,485.2925,,20.0,480.0,4.166666666666666,1995,3,1,Wednesday,False,466.49000000000007,,False,False,Moderate_Positive,9047.5,True
